"run_id","transport_mode","workload_source","workload_descriptor","profile","expected_messages","payload_bytes","concurrency","target_messages_per_second","transformer_work_iterations","sink_process_delay_ms","max_retry_attempts","retry_backoff_ms","failure_action","failure_target","failure_after_seconds","producer_retry_attempts","producer_stream_reconnects","producer_recovery_events","producer_avg_recovery_ms","producer_max_recovery_ms","unary_acknowledged_requests","throughput_messages_per_second","throughput_megabytes_per_second","duration_seconds","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms","mean_inter_arrival_ms","p95_inter_arrival_ms","inter_arrival_jitter_ms","messages_received","bytes_received","duplicates","ordering_violations","completion_ratio","lost_messages","duplicate_ratio","estimated_failure_at_unix_nano","time_to_first_post_failure_message_ms","e2e_recovery_ms","sustained_target_recovered","backlog_drain_ms","recovery_window_p95_latency_ms","throughput_debt_messages","post_failure_duplicates","post_failure_duplicate_ratio","producer_cpu_avg_pct","producer_cpu_peak_pct","producer_memory_avg_mib","producer_memory_peak_mib","producer_samples","transformer_cpu_avg_pct","transformer_cpu_peak_pct","transformer_memory_avg_mib","transformer_memory_peak_mib","transformer_samples","sink_cpu_avg_pct","sink_cpu_peak_pct","sink_memory_avg_mib","sink_memory_peak_mib","sink_samples","rabbitmq_cpu_avg_pct","rabbitmq_cpu_peak_pct","rabbitmq_memory_avg_mib","rabbitmq_memory_peak_mib","rabbitmq_samples","nats_cpu_avg_pct","nats_cpu_peak_pct","nats_memory_avg_mib","nats_memory_peak_mib","nats_samples","kafka_cpu_avg_pct","kafka_cpu_peak_pct","kafka_memory_avg_mib","kafka_memory_peak_mib","kafka_samples","repeat_count"
"synthetic-clean-rmqs-p256-c4","rabbitmq-streams","synthetic","synthetic","bulk","20000","256","4","0","0","0","0","500","","","0","0","0","0","0","0","0","26722.200656933","6.52397476975903","0.7493110045","345.538136","485.046918","501.1701215","504.82808","0.0323948500674917","0.0006875","1.15160288024045","20000","5120000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.3","0.3","5.5","5.5","3","0.15","0.15","1.5","1.5","3","6.2","6.2","1090.5","1090.5","3","0.1","0.1","18","18","1.5","","","","","0","2"
"synthetic-clean-rmqs-p256-c8","rabbitmq-streams","synthetic","synthetic","bulk","20000","256","8","0","0","0","0","500","","","0","0","0","0","0","0","0","23518.7009812946","5.74187035676138","0.8547528325","408.997869","573.5189995","596.7828535","603.625266","0.0280823916445725","0.000642","1.12855913507372","20000","5120000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.4","0.4","8","8","3","0.15","0.15","1.5","1.5","3","3.6","3.6","1118.5","1118.5","3","0.1","0.1","18","18","1.5","","","","","0","2"
"synthetic-clean-rmqs-p4096-c1","rabbitmq-streams","synthetic","synthetic","bulk","20000","4096","1","0","0","0","0","500","","","0","0","0","0","0","0","0","6629.61327265976","25.8969268463272","3.0464804775","745.3894575","993.818862","1024.9042195","1030.9651735","0.138664483974216","0.0027505","2.37098104287249","20000","81920000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.3","0.3","2.5","2.5","4.5","0.15","0.15","1.5","1.5","4.5","7.25","7.25","1216.5","1216.5","4.5","0.1","0.1","18","18","2.5","","","","","0","2"
"synthetic-clean-rmqs-p4096-c16","rabbitmq-streams","synthetic","synthetic","bulk","20000","4096","16","0","0","0","0","500","","","0","0","0","0","0","0","0","7323.82124777184","28.6086767491087","2.7455101715","1259.711044","1680.7725665","1924.446625","1991.0849905","0.112224596004836","0.0012375","2.25229624346637","20000","81920000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.85","0.85","11.5","11.5","4","0.15","0.15","2","2","4","7.55","7.55","1219.5","1219.5","4","0.1","0.1","18","18","2","","","","","0","2"
"synthetic-clean-rmqs-p4096-c4","rabbitmq-streams","synthetic","synthetic","bulk","20000","4096","4","0","0","0","0","500","","","0","0","0","0","0","0","0","9098.6354212035","35.5415446140762","2.198902533","499.9650255","793.8134285","904.6032725","948.918468","0.103855072853676","0.001009","2.32862672390467","20000","81920000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.1","0.1","5.5","5.5","3","0","0","1.5","1.5","3","10.75","10.75","1217","1217","3","0.2","0.2","18","18","1.5","","","","","0","2"
"synthetic-clean-rmqs-p4096-c8","rabbitmq-streams","synthetic","synthetic","bulk","20000","4096","8","0","0","0","0","500","","","0","0","0","0","0","0","0","9037.22015169855","35.3016412175725","2.2139294035","850.1728","1137.3811445","1207.5206735","1261.3205265","0.0992299558228222","0.001604","2.04813194780788","20000","81920000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.4","0.4","8","8","4","0.15","0.15","2","2","4","6.6","6.6","1220","1220","4","0.1","0.1","18","18","2","","","","","0","2"
"synthetic-clean-stream-p1024-c1","client-streaming","synthetic","synthetic","bulk","20000","1024","1","0","0","0","0","500","","","0","0","0","0","0","0","0","55244.75804035","53.9499590237793","0.3620373195","1.9999385","15.4209485","43.3829735","43.9585945","0.015688775038753","0.004629","0.50186894953329","20000","20480000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.15","0.15","2","2","3","0.2","0.2","2","2","3","0.3","0.3","199","199","3","0.1","0.1","17","17","1.5","","","","","0","2"
"synthetic-clean-stream-p1024-c16","client-streaming","synthetic","synthetic","bulk","20000","1024","16","0","0","0","0","500","","","0","0","0","0","0","0","0","57759.0562193183","56.405328339178","0.3489883635","60.1418395","96.0465425","112.319841","123.0344225","0.0151783995449779","0.0067375","0.464626678550291","20000","20480000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.1","0.1","1.5","1.5","3","0.1","0.1","2","2","3","0.3","0.3","199","199","3","0.1","0.1","17","17","1.5","","","","","0","2"
"synthetic-clean-stream-p1024-c4","client-streaming","synthetic","synthetic","bulk","20000","1024","4","0","0","0","0","500","","","0","0","0","0","0","0","0","64862.856013528","63.3426328257109","0.314359883","48.3370215","113.1667175","117.4055225","120.018482","0.0130663056152813","0.0041705","0.597797500875384","20000","20480000","0","0","1","0","0","","","","","","","","0","","","","","","0","0","0","2","2","3","0","0","1.5","1.5","3","0.35","0.35","199","199","3","0.1","0.1","17","17","1.5","1.4","1.4","460","460","1.5","2"
"synthetic-clean-stream-p1024-c8","client-streaming","synthetic","synthetic","bulk","20000","1024","8","0","0","0","0","500","","","0","0","0","0","0","0","0","56537.5544413497","55.2124555091305","0.355624697","33.839606","120.3300635","139.7892065","144.398253","0.0148618086404324","0.004446","0.646338870873742","20000","20480000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.1","0.1","2","2","3","0.1","0.1","1.5","1.5","3","0.3","0.3","199","199","3","0.1","0.1","17","17","1.5","","","","","0","2"
"synthetic-clean-stream-p16384-c1","client-streaming","synthetic","synthetic","bulk","20000","16384","1","0","0","0","0","500","","","0","0","0","0","0","0","0","10208.6113415235","159.509552211305","1.959488452","3.3874025","55.7940955","66.477892","112.376829","0.0953653336666839","0.163154","1.59042090463091","20000","327680000","0","0","1","0","0","","","","","","","","0","","","","","","0","0","0","1","1","1.5","0","0","1","1","1.5","0.35","0.35","199","199","3","0.1","0.1","18","18","1.5","2.1","2.1","329","329","1.5","2"
"synthetic-clean-stream-p16384-c16","client-streaming","synthetic","synthetic","bulk","20000","16384","16","0","0","0","0","500","","","0","0","0","0","0","0","0","12790.4718506638","199.851122666622","1.5703851375","133.4841875","235.7854895","252.6441695","313.9546735","0.0742532086854346","0.0865335","1.53394289963868","20000","327680000","0","0","1","0","0","","","","","","","","0","","","","","","0","0","0","2","2","3.5","0","0","2","2","3.5","0.3","0.3","199","199","3.5","0.1","0.1","18","18","2","1.6","1.6","466","466","2","2"
"synthetic-clean-stream-p16384-c4","client-streaming","synthetic","synthetic","bulk","20000","16384","4","0","0","0","0","500","","","0","0","0","0","0","0","0","13149.6964030639","205.464006297873","1.522255655","51.813778","136.533552","141.325207","161.484137","0.073718278738937","0.0877715","1.80816698450826","20000","327680000","0","0","1","0","0","","","","","","","","0","","","","","","0","0","0","1.5","1.5","3","0","0","1.5","1.5","3","0.3","0.3","198.5","198.5","3","0.1","0.1","18","18","1.5","","","","","0","2"
"synthetic-clean-stream-p16384-c8","client-streaming","synthetic","synthetic","bulk","20000","16384","8","0","0","0","0","500","","","0","0","0","0","0","0","0","13471.4847219056","210.491948779775","1.486480171","55.3940965","155.0415465","172.4039375","225.1749685","0.0713449935746796","0.081904","1.51810679409198","20000","327680000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.15","0.15","1.5","1.5","3","0.15","0.15","1.5","1.5","3","0.35","0.35","199","199","3","0.1","0.1","18","18","1.5","","","","","0","2"
"synthetic-clean-stream-p256-c1","client-streaming","synthetic","synthetic","bulk","20000","256","1","0","0","0","0","500","","","0","0","0","0","0","0","0","76659.1321046352","18.7156084239832","0.26290116","5.6177025","28.350827","40.651071","41.034375","0.00920941289564386","0.0022005","0.310129314311831","20000","5120000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.15","0.15","1.5","1.5","2.5","0.1","0.1","2","2","2.5","0.35","0.35","199","199","2.5","0.1","0.1","17","17","1","19.3","19.3","403","403","1","2"
"synthetic-clean-stream-p256-c16","client-streaming","synthetic","synthetic","bulk","20000","256","16","0","0","0","0","500","","","0","0","0","0","0","0","0","91889.5447223225","22.4339708794733","0.219322486","55.165011","93.89059","121.022773","127.6023765","0.0077129155207757","0.002796","0.522464075764565","20000","5120000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.15","0.15","1.5","1.5","3","0.15","0.15","1.5","1.5","3","0.3","0.3","199","199","3","0.1","0.1","17","17","1.5","1.9","1.9","461","461","1.5","2"
"synthetic-clean-stream-p256-c4","client-streaming","synthetic","synthetic","bulk","20000","256","4","0","0","0","0","500","","","0","0","0","0","0","0","0","115400.413128813","28.1739289865267","0.1733111325","11.34889","64.918081","80.1755995","81.0229205","0.00632641722086083","0.0021535","0.380259361645803","20000","5120000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.15","0.15","2","2","2.5","0.15","0.15","1.5","1.5","2.5","0.35","0.35","199","199","2.5","0.1","0.1","17","17","1.5","2.3","2.3","547","547","1.5","2"
"synthetic-clean-stream-p256-c8","client-streaming","synthetic","synthetic","bulk","20000","256","8","0","0","0","0","500","","","0","0","0","0","0","0","0","104235.027088702","25.4480046603276","0.1958857235","24.4335765","82.18218","85.488551","87.6352925","0.0075432695384767","0.0025205","0.484999343800231","20000","5120000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.15","0.15","2","2","3","0.2","0.2","2","2","3","0.3","0.3","199","199","3","0.1","0.1","17","17","1.5","50.2","50.2","316","316","1.5","2"
"synthetic-clean-stream-p4096-c1","client-streaming","synthetic","synthetic","bulk","20000","4096","1","0","0","0","0","500","","","0","0","0","0","0","0","0","27320.129588987","106.719256206981","0.7320784295","1.431605","21.058822","56.0619985","58.0745415","0.0343703677183878","0.0331835","0.885161401439989","20000","81920000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.2","0.2","2","2","3","0.2","0.2","1.5","1.5","3","0.35","0.35","199","199","3","0.1","0.1","17","17","1.5","2.7","2.7","458","458","1.5","2"
"synthetic-clean-stream-p4096-c16","client-streaming","synthetic","synthetic","bulk","20000","4096","16","0","0","0","0","500","","","0","0","0","0","0","0","0","23965.3427062658","93.6146199463509","0.8356091455","85.688703","239.326985","295.7119645","330.1781825","0.037676993974701","0.0185165","1.13667335116813","20000","81920000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.1","0.1","1.5","1.5","3","0.15","0.15","1.5","1.5","3","0.35","0.35","199","199","3","0.1","0.1","18","18","1.5","","","","","0","2"
"synthetic-clean-stream-p4096-c4","client-streaming","synthetic","synthetic","bulk","20000","4096","4","0","0","0","0","500","","","0","0","0","0","0","0","0","28883.2685113437","112.825267622436","0.6924614055","57.3993225","101.6426255","127.9695735","171.946458","0.0317703863693201","0.0221375","0.850220738459919","20000","81920000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.15","0.15","2.5","2.5","3","0.1","0.1","2","2","3","0.3","0.3","199","199","3","0.1","0.1","17","17","1.5","1.2","1.2","460","460","1.5","2"
"synthetic-clean-stream-p4096-c8","client-streaming","synthetic","synthetic","bulk","20000","4096","8","0","0","0","0","500","","","0","0","0","0","0","0","0","29775.4145852381","116.310213223586","0.671867655","55.362758","191.4286185","240.206931","249.7784465","0.0312832084604241","0.0133835","1.07851946164359","20000","81920000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.15","0.15","1.5","1.5","3","0.15","0.15","1.5","1.5","3","0.3","0.3","199","199","3","0.1","0.1","17","17","1.5","","","","","0","2"
"synthetic-clean-unary-p1024-c1","unary","synthetic","synthetic","bulk","20000","1024","1","0","0","0","0","500","","","0","0","0","0","0","0","20000","982.230069426294","0.959209052174116","20.3692737555","0.2469495","0.49005","3.458904","10482.142175","0.947989903545172","0.982392","3.44173858710984","20000","20480000","0","0","1","0","0","","","","","","","","0","","29.2","29.2","7","7","2.5","14.7559090909091","38.3","3.88636363636363","7","10.5","9.86545454545455","25.45","3.53636363636363","7","10.5","0.335","0.35","199","199","10.5","0.1","0.1","18.4545454545455","19","5.5","1.92727272727273","2.2","459.454545454545","460","5.5","2"
"synthetic-clean-unary-p1024-c16","unary","synthetic","synthetic","bulk","20000","1024","16","0","0","0","0","500","","","0","0","0","0","0","0","20000","5534.68944603054","5.4049701621392","3.6167124","0.473675","1.8071045","44.4604565","50.710778","0.178368261788091","0.413175","2.03785153760842","20000","20480000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.1","0.1","1.5","1.5","4.5","0.1","0.1","1.5","1.5","4.5","0.3","0.3","199","199","4.5","0.1","0.1","19","19","2.5","","","","","0","2"
"synthetic-clean-unary-p1024-c4","unary","synthetic","synthetic","bulk","20000","1024","4","0","0","0","0","500","","","0","0","0","0","0","0","20000","2642.69820863096","2.58075996936617","7.568962343","0.358925","0.8030755","11.7819745","50.6006495","0.375796374643736","0.742367","2.76138131014873","20000","20480000","0","0","1","0","0","","","","","","","","0","","","","","","0","0","0","2","2","6","0","0","1.5","1.5","6","0.3","0.3","199","199","6","0.1","0.1","19","19","3","","","","","0","2"
"synthetic-clean-unary-p1024-c8","unary","synthetic","synthetic","bulk","20000","1024","8","0","0","0","0","500","","","0","0","0","0","0","0","20000","4027.93969924556","3.93353486254449","4.9948369335","0.410029","1.098283","29.168217","44.768864","0.246891650032505","0.681254","2.14540829854966","20000","20480000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.1","0.1","1.5","1.5","4.5","0.1","0.1","1.5","1.5","4.5","0.35","0.35","199","199","4.5","0.1","0.1","19","19","2.5","","","","","0","2"
"synthetic-clean-unary-p16384-c1","unary","synthetic","synthetic","bulk","20000","16384","1","0","0","0","0","500","","","0","0","0","0","0","0","20000","916.442828427412","14.3194191941783","21.8311539065","0.3159165","0.6736665","4.068529","43.3062645","1.07548150730037","1.2798995","3.49294747211224","20000","327680000","0","0","1","0","0","","","","","","","","0","","30.15","30.15","7","7","5","18.5570512820512","42.2","4.19551282051282","7","12.5","12.4288461538462","28.3","3.90384615384616","7","12.5","0.3","0.3","198.769230769231","199","12.5","0.1","0.1","18","18","6.5","1.1","1.1","461","461","3.5","2"
"synthetic-clean-unary-p16384-c16","unary","synthetic","synthetic","bulk","20000","16384","16","0","0","0","0","500","","","0","0","0","0","0","0","20000","3628.63688900092","56.6974513906393","5.521123259","0.710417","3.669417","57.2911665","68.0207045","0.273198426196311","0.5103545","2.99511113089788","20000","327680000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.1","0.1","2","2","5","0.1","0.1","1.5","1.5","5","0.35","0.35","199","199","5","0.1","0.1","17","17","2.5","","","","","0","2"
"synthetic-clean-unary-p16384-c4","unary","synthetic","synthetic","bulk","20000","16384","4","0","0","0","0","500","","","0","0","0","0","0","0","20000","2167.39770959634","33.8655892124427","9.227806355","0.4659085","1.374075","13.709825","51.4997955","0.458972421371069","0.9078295","3.0572316311878","20000","327680000","0","0","1","0","0","","","","","","","","0","","","","","","0","2.27857142857143","15.35","2.35714285714285","4.5","7","1.59285714285715","10.55","1.92857142857143","4.5","7","0.3","0.3","199","199","7","0.1","0.1","18","18","3.5","","","","","0","2"
"synthetic-clean-unary-p16384-c8","unary","synthetic","synthetic","bulk","20000","16384","8","0","0","0","0","500","","","0","0","0","0","0","0","20000","2556.66295286122","39.9478586384566","7.949988284","0.513517","1.577446","49.294442","59.8929435","0.326895348942447","0.7047795","3.01412238576982","20000","327680000","0","0","1","0","0","","","","","","","","0","","","","","","0","0","0","1.5","1.5","5.5","0","0","2","2","5.5","0.3","0.3","199","199","5.5","0.1","0.1","17","17","3","","","","","0","2"
"synthetic-clean-unary-p256-c1","unary","synthetic","synthetic","bulk","20000","256","1","0","0","0","0","500","","","0","0","0","0","0","0","20000","1000.73523123937","0.244320124814299","20.004380112","0.262271","0.476597","1.636231","42.651494","0.999364970273514","0.8868765","3.93954317922118","20000","5120000","0","0","1","0","0","","","","","","","","0","","31.1","31.1","7","7","2","20.9484848484849","54.05","3.63257575757576","7","11.5","13.1041666666667","33.55","3.63257575757576","7","11.5","0.429924242424242","0.65","198.5","198.5","11.5","0.1","0.1","18","18","6","","","","","0","2"
"synthetic-clean-unary-p256-c16","unary","synthetic","synthetic","bulk","20000","256","16","0","0","0","0","500","","","0","0","0","0","0","0","20000","6256.88444340816","1.52755967856645","3.2096570145","0.5564165","2.160904","32.773679","64.280979","0.158249751362568","0.563842","1.68108815073025","20000","5120000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.1","0.1","2","2","4","0.1","0.1","2","2","4","0.3","0.3","198.5","198.5","4","0.1","0.1","18","18","2","","","","","0","2"
"synthetic-clean-unary-p256-c4","unary","synthetic","synthetic","bulk","20000","256","4","0","0","0","0","500","","","0","0","0","0","0","0","20000","2562.00847884293","0.625490351280012","7.964877246","0.350409","0.755418","12.6894215","10484.32138","0.335732231811594","0.726001","2.21647075857079","20000","5120000","0","0","1","0","0","","","","","","","","0","","","","","","0","0","0","2","2","5.5","0","0","2","2","5.5","0.3","0.3","199","199","5.5","0.1","0.1","18","18","3","","","","","0","2"
"synthetic-clean-unary-p256-c8","unary","synthetic","synthetic","bulk","20000","256","8","0","0","0","0","500","","","0","0","0","0","0","0","20000","4796.48813022934","1.17101760991927","4.17002113","0.399896","0.788471","19.1246945","56.507233","0.203140710285514","0.6754465","2.23509470434547","20000","5120000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.1","0.1","2","2","4","0.1","0.1","1.5","1.5","4","0.35","0.35","199","199","4","0.1","0.1","18","18","2","","","","","0","2"
"synthetic-clean-unary-p4096-c1","unary","synthetic","synthetic","bulk","20000","4096","1","0","0","0","0","500","","","0","0","0","0","0","0","20000","858.461312931554","3.35336450363888","23.297503061","0.2509375","0.513746","3.873604","11851.490177","1.0264882300615","0.990962","4.0204950044844","20000","81920000","0","0","1","0","0","","","","","","","","0","","25.7","25.7","7","7","3","15.4541666666666","33.8","4.29166666666667","7","12","10.1583333333333","22.2","4","7","12","0.3","0.3","199","199","12","0.1","0.1","19","19","6","","","","","0","2"
"synthetic-clean-unary-p4096-c16","unary","synthetic","synthetic","bulk","20000","4096","16","0","0","0","0","500","","","0","0","0","0","0","0","20000","4760.21305981524","18.5945822649033","4.2029902005","0.5194295","2.6084665","49.8335725","58.4769145","0.207287666858342","0.446187","2.5208094467955","20000","81920000","0","0","1","0","0","","","","","","","","0","","","","","","0","0","0","1.5","1.5","4.5","0","0","1.5","1.5","4.5","0.35","0.35","199","199","4.5","0.1","0.1","20","20","2","10.8","10.8","317","317","2","2"
"synthetic-clean-unary-p4096-c4","unary","synthetic","synthetic","bulk","20000","4096","4","0","0","0","0","500","","","0","0","0","0","0","0","20000","2180.44204934802","8.5173517552657","9.325688861","0.3596545","0.7920915","23.212061","10481.372195","0.396018339941996","0.716788","2.6111501338438","20000","81920000","0","0","1","0","0","","","","","","","","0","","","","","","0","0","0","2","2","6","0","0","1.5","1.5","6","0.35","0.35","199","199","6","0.1","0.1","20","20","3","","","","","0","2"
"synthetic-clean-unary-p4096-c8","unary","synthetic","synthetic","bulk","20000","4096","8","0","0","0","0","500","","","0","0","0","0","0","0","20000","3851.4977479601","15.0449130779691","5.199913834","0.4298705","0.9934835","45.2611935","61.5472425","0.257143853442673","0.679113","2.74598117145075","20000","81920000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.15","0.15","1.5","1.5","4.5","0.15","0.15","1.5","1.5","4.5","0.3","0.3","199","199","4.5","0.1","0.1","20","20","2.5","","","","","0","2"
